"id","description","path","triggers","src","primary_hub","assigned_hubs","match_score","is_primary"
"implementing-opa-gatekeeper-for-policy-enforcement","Enforce Kubernetes admission policies using OPA Gatekeeper with ConstraintTemplates, Rego rules, and the Gatekeeper policy library.","skill-manage/src/mukul975-Anthropic-Cybersecurity-Skills/skills/implementing-opa-gatekeeper-for-policy-enforcement/SKILL.md","implementing;opa;gatekeeper;for;policy","external:mukul975-Anthropic-Cybersecurity-Skills","devops/docker-k8s","devops/docker-k8s","4","true"
"implementing-pod-security-admission-controller","Implement Kubernetes Pod Security Admission to enforce baseline and restricted security profiles at namespace level using built-in admission controller.","skill-manage/src/mukul975-Anthropic-Cybersecurity-Skills/skills/implementing-pod-security-admission-controller/SKILL.md","implementing;pod;security;admission;controller","external:mukul975-Anthropic-Cybersecurity-Skills","devops/docker-k8s","devops/docker-k8s","4","true"
"implementing-rbac-hardening-for-kubernetes","Harden Kubernetes Role-Based Access Control by implementing least-privilege policies, auditing role bindings, eliminating cluster-admin sprawl, and integrating external identity providers.","skill-manage/src/mukul975-Anthropic-Cybersecurity-Skills/skills/implementing-rbac-hardening-for-kubernetes/SKILL.md","implementing;rbac;hardening;for;kubernetes","external:mukul975-Anthropic-Cybersecurity-Skills","devops/docker-k8s","devops/docker-k8s","4","true"
"istio-traffic-management","Comprehensive guide to Istio traffic management for production service mesh deployments.","skill-manage/src/antigravity-awesome-skills/skills/istio-traffic-management/SKILL.md","istio;traffic;management","external:antigravity-awesome-skills","devops/docker-k8s","devops/docker-k8s","100","true"
"k8s-manifest-generator","Step-by-step guidance for creating production-ready Kubernetes manifests including Deployments, Services, ConfigMaps, Secrets, and PersistentVolumeClaims.","skill-manage/src/antigravity-awesome-skills/skills/k8s-manifest-generator/SKILL.md","k8s;manifest;generator","external:antigravity-awesome-skills","devops/docker-k8s","devops/docker-k8s","8","true"
"k8s-security-policies","Comprehensive guide for implementing NetworkPolicy, PodSecurityPolicy, RBAC, and Pod Security Standards in Kubernetes.","skill-manage/src/antigravity-awesome-skills/skills/k8s-security-policies/SKILL.md","k8s;security;policies","external:antigravity-awesome-skills","devops/docker-k8s","devops/docker-k8s","8","true"
"kubernetes-architect","Expert Kubernetes architect specializing in cloud-native infrastructure, advanced GitOps workflows (ArgoCD/Flux), and enterprise container orchestration.","skill-manage/src/antigravity-awesome-skills/plugins/antigravity-bundle-devops-cloud/skills/kubernetes-architect/SKILL.md","kubernetes;architect","external:antigravity-awesome-skills","devops/docker-k8s","devops/docker-k8s","12","true"
"kubernetes-deployment","Kubernetes deployment workflow for container orchestration, Helm charts, service mesh, and production-ready K8s configurations.","skill-manage/src/antigravity-awesome-skills/skills/kubernetes-deployment/SKILL.md","kubernetes;deployment","external:antigravity-awesome-skills","devops/docker-k8s","devops/docker-k8s","20","true"
"linkerd-patterns","Production patterns for Linkerd service mesh - the lightweight, security-first service mesh for Kubernetes.","skill-manage/src/antigravity-awesome-skills/skills/linkerd-patterns/SKILL.md","linkerd;patterns","external:antigravity-awesome-skills","devops/docker-k8s","devops/docker-k8s","100","true"
"nemo-evaluator-sdk","Evaluates LLMs across 100+ benchmarks from 18+ harnesses (MMLU, HumanEval, GSM8K, safety, VLM) with multi-backend execution. Use when needing scalable evaluation on local Docker, Slurm HPC, or cloud platforms. NVIDIA's enterprise-grade platform with container-first architecture for reproducible benchmarking.","skill-manage/src/Orchestra-Research-AI-research-SKILLs/11-evaluation/nemo-evaluator/SKILL.md","nemo;evaluator;sdk","external:Orchestra-Research-AI-research-SKILLs","devops/docker-k8s","devops/docker-k8s","8","true"
"performing-container-escape-detection",">","skill-manage/src/mukul975-Anthropic-Cybersecurity-Skills/skills/performing-container-escape-detection/SKILL.md","performing;container;escape;detection","external:mukul975-Anthropic-Cybersecurity-Skills","devops/docker-k8s","devops/docker-k8s","4","true"
"performing-container-image-hardening",">","skill-manage/src/mukul975-Anthropic-Cybersecurity-Skills/skills/performing-container-image-hardening/SKILL.md","performing;container;image;hardening","external:mukul975-Anthropic-Cybersecurity-Skills","devops/docker-k8s","devops/docker-k8s","4","true"
"scanning-container-images-with-grype","Scan container images for known vulnerabilities using Anchore Grype with SBOM-based matching and configurable severity thresholds.","skill-manage/src/mukul975-Anthropic-Cybersecurity-Skills/skills/scanning-container-images-with-grype/SKILL.md","scanning;container;images;with;grype","external:mukul975-Anthropic-Cybersecurity-Skills","devops/docker-k8s","devops/docker-k8s","4","true"
"securing-container-registry-images",">","skill-manage/src/mukul975-Anthropic-Cybersecurity-Skills/skills/securing-container-registry-images/SKILL.md","securing;container;registry;images","external:mukul975-Anthropic-Cybersecurity-Skills","devops/docker-k8s","devops/docker-k8s","4","true"
"service-mesh-expert","Expert service mesh architect specializing in Istio, Linkerd, and cloud-native networking patterns. Masters traffic management, security policies, observability integration, and multi-cluster mesh con","skill-manage/src/antigravity-awesome-skills/skills/service-mesh-expert/SKILL.md","service;mesh;expert","external:antigravity-awesome-skills","devops/docker-k8s","devops/docker-k8s","100","true"
"windows-vm","Create, manage, or connect to a headless Windows 11 VM running in Docker with SSH access. Use when the user wants to spin up, stop, restart, or SSH into a Windows VM.","skill-manage/src/superpowers-lab/skills/windows-vm/SKILL.md","windows;vm","external:superpowers-lab","devops/docker-k8s","devops/docker-k8s","100","true"
